age,fitness_level,goal,gender,chest,biceps,legs,thighs,shoulders,exercise,exercise_details,diet_recommendations,rest_days,target_weight_loss,target_biceps_growth,target_belly_measurement,target_chest,target_biceps,target_legs,target_thighs,target_shoulders
42,beginner,muscle gain,female,107.69305765013215,44.7863236701842,63.24974792070917,58.480519060173684,90.50257846097522,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.8109154765286313,90.2474027051903,91.19324589712878,30.138141496781508,57.90865123549132,51.08971930088118,108.44928083532992
66,beginner,general fitness,female,104.94389170662468,28.930205776158374,56.55406697690238,63.475182237378355,104.35179846554846,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,1.9318277210351769,0.0,89.18854873197064,90.55605223462196,28.9808389859084,51.85927504098619,49.72696920273219,96.67158722462511
44,intermediate,general fitness,female,90.86676897643905,36.73458156829377,68.46264638681146,57.880243164658225,93.05611091904929,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.1909810887958785,0.0,81.76178341912096,89.37183978904477,21.688672001138386,49.17929717613053,42.02154107964169,92.67184001501595
59,intermediate,muscle gain,male,114.32151058726188,41.85881279754523,67.67040187348337,61.87902048067694,114.83871846432275,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.823755831161466,87.32803558480374,100.26135212240098,36.65171452966393,60.273478363875874,58.2624059899086,106.19642524539056
45,beginner,weight loss,female,118.62590383551876,36.73117121494708,64.31650637588075,56.105971785392796,103.57999182432094,Jogging,"Jogging 30 minutes, 3-4 times a week at a moderate pace.",Balanced diet with a calorie deficit. Focus on whole foods.,3,4.062176786086932,0.0,81.74746954928204,86.51003819474575,28.333551579571022,50.87299665409346,48.89168174589872,92.49279071500551
33,advanced,weight loss,female,86.43104841217344,32.44540516253355,57.27336226874346,54.252601013504496,119.31775725321842,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,11.436437430145572,0.0,71.71864151026665,76.52752560885256,17.17132243311859,40.401625621116146,37.1355804234909,83.3991213243406
32,beginner,muscle gain,male,87.73111547288494,26.604571254354113,65.83792724789599,55.56954802006794,109.45512266672208,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.6765308944201949,93.30337125922662,97.69022874478252,31.779992611276302,56.31007346029992,52.47174717361505,107.87719075474666
64,beginner,general fitness,male,115.96535761600977,32.2332980507219,56.322179630042825,51.4045098895355,106.7761366540786,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.2891459026401173,0.0,85.19000673887813,89.7992952374521,29.954825318212716,51.765637638404414,47.20358400697264,92.87406731418739
68,advanced,weight loss,female,113.5443288911245,28.64135023148579,55.05905702667141,58.15944781987582,103.94065396459168,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,12.488473447959135,0.0,70.80460661284522,77.4701363995576,18.558681541993874,40.691433968432015,39.630718818204805,83.07960408497954
61,advanced,general fitness,male,106.62770594289528,44.217256325639596,60.30026773822562,62.943498033413604,93.4451666805861,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,2.15005019383728,1.321830677566508,77.39015387887405,84.03801328048003,15.342886409235621,44.28171313353704,37.787868433775444,86.65071258687371
69,advanced,weight loss,male,118.07378231451483,39.300636831165725,69.94270450002502,60.647068929755804,98.19299410716859,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,10.279435333968326,0.0,73.8069955865922,76.27778414710487,19.824105898950304,43.99643638123323,37.46433989419208,89.24166957230086
20,advanced,muscle gain,male,107.62507022972011,39.98766308719725,66.08643882868242,54.240000214745706,115.56410019953942,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,5.338146564329443,84.95831981939189,107.16819045010746,40.49188956809621,67.68295752069085,63.55438184231199,116.13022261678253
54,beginner,general fitness,male,92.55948465053261,33.71938532000756,64.59585464236648,64.07838171653961,109.87006674155049,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,1.8478987978849604,0.0,86.24071427981278,87.38229493377591,29.63475185731125,51.173703753415026,49.81202517026613,92.1022588464254
68,beginner,weight loss,male,110.50248133009151,27.199296562634125,59.040254933879545,64.7084618823622,92.80357806422238,Jogging,"Jogging 30 minutes, 3-4 times a week at a moderate pace.",Balanced diet with a calorie deficit. Focus on whole foods.,3,4.152851336168886,0.0,80.06161713208346,94.03143939396844,25.52175837666007,51.78664629711035,49.21259107162631,97.91897938747952
24,intermediate,muscle gain,male,107.5998620660973,30.33432972334642,56.23900018371632,54.862012194604006,111.7580687055942,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.683002040142518,89.57053795387476,104.110707886497,38.852495822269546,62.9121183221506,57.80774633319056,105.12919534633293
38,beginner,muscle gain,male,119.50106457035102,30.1942220813266,67.11801526301032,62.292796826255625,92.16570645796331,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.4451405361193923,91.13338357619668,98.28697418893395,32.76902042579611,59.936239399493914,51.051367420521764,107.23465361226869
26,advanced,muscle gain,female,92.4863507731177,34.73558701603088,61.354655599620386,45.0954051235625,110.46907790079953,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.095067537018641,84.65903422296694,102.65993708211911,40.29718798790227,67.71932816651355,62.60806510520446,113.1170721999396
56,intermediate,general fitness,male,105.92597277269097,34.219595733867145,66.26509902243798,46.33311183493347,128.59845787595555,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.9730755953674164,0.0,80.34855712077062,85.69520097950051,21.301084559353715,45.009560058284784,44.93924568742486,89.81612836709034
35,advanced,general fitness,male,112.3058632778793,33.66816434743681,59.755074191419574,45.44778817857556,102.29378214921609,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,2.714380986992362,1.8400672396511353,79.06139183332084,79.59017252748127,19.47963158927511,41.836361145257555,37.04193459133852,82.55705195850767
21,beginner,muscle gain,male,96.86440812683598,34.91954933385482,65.079149880242,60.46325994695243,118.94012554568701,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.896170151805162,94.93250101405705,95.73240662253593,34.15548874759783,56.316714587726224,54.77960345929762,100.13173218717196
42,intermediate,general fitness,female,98.28878540843832,44.7404616396295,67.35482117343389,46.5955822288647,119.82208162367901,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.8604904378299834,0.0,84.49001945152776,80.67356216440224,23.024233636548328,48.926220262328094,42.01903940471587,85.91857314002054
31,advanced,weight loss,male,116.07656434149122,30.967072613057667,57.827800529399994,45.34101092128357,106.19438133644559,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.146999637625157,0.0,72.33249158771346,77.63250101416902,15.354277202145777,43.20085922310143,35.21150930536286,87.9109386418403
67,intermediate,muscle gain,male,99.14682078631085,37.30538320687175,50.27139139808032,47.948375467105194,113.7316860311964,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.541504008622724,86.61471350467748,99.72287341874859,38.346098029076735,64.7956192803196,57.600755124984794,114.96679739153777
26,intermediate,muscle gain,female,106.8656498163465,29.790154880806096,55.09853132041818,51.12589582597087,108.8818436279015,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,3.650211577643538,87.6324597330688,96.15615558016705,37.78219787036186,62.68156654780717,59.2440695722902,114.9655158425214
43,beginner,general fitness,male,116.1233348134389,34.33212531852364,68.29830082168817,54.294013637949135,101.33452078843226,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.9723562248404933,0.0,86.18150597842565,88.38445553662453,26.373285001639758,50.99839775668687,45.75068006608208,95.11744012567864
19,advanced,muscle gain,female,92.34393040816964,29.0009846629275,63.75084521104582,46.308065694322345,120.1896838080216,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.744997564793806,82.94933784130399,108.72663650286864,44.79747313958495,66.9157071047755,64.17833903358562,110.52335218939744
37,intermediate,weight loss,female,119.36570537234121,36.16384470599515,64.74437432873881,54.97964467101847,118.11306462593623,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,8.44321945806465,0.0,76.84148260366936,82.04851886164232,22.19196404821671,47.21851267706172,44.042697964633916,93.68918611670712
45,intermediate,general fitness,male,109.5683736889614,30.30023572967335,56.50577228530843,49.96122922089201,126.02195458292923,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.3139008486460435,0.0,83.1669407872328,81.10182383812737,22.876309060503353,46.372223840329795,41.47381364054708,85.94774652264091
64,advanced,general fitness,female,102.36425929495057,25.735778334376615,64.0254596934999,50.487429901952446,114.7250471863841,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,2.2717363057741586,1.5838084095174678,76.1013628358243,77.63036923553969,18.86500593030728,43.96466681815444,37.46542324026907,81.49002695625765
24,intermediate,muscle gain,male,100.08221975228491,41.3054218294564,62.92564290818851,61.43804503295726,105.54880564784784,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,3.1111847621634894,86.35734431549221,102.3118578289391,38.00408316169392,63.59053384377708,57.35873990399135,112.54705882027095
61,intermediate,muscle gain,male,118.40276154430265,27.56510224240835,53.56747326954058,64.73847152104676,118.560302324107,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,3.9616115885372674,85.42007376341289,95.79858295393264,39.157513596213484,63.148121671029216,56.395635295552054,112.57175438041847
25,intermediate,muscle gain,female,92.20036896353832,32.36077598233811,69.3738155486129,54.277280585232354,114.76144918234569,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,3.2714706151665363,88.22621729604529,104.89485949761168,35.75009773174698,60.70972437626128,57.339172055876766,111.42661408400377
64,advanced,general fitness,female,95.90891398960865,34.54355218222406,57.0805118669548,51.43541390308993,114.66456771202539,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,1.053092672599886,1.4996709119614842,75.41585175877644,77.41323776802811,18.561988098955684,43.694324737883804,38.648662252849455,80.65146334048772
52,advanced,muscle gain,male,95.77274644417736,33.64960000843855,56.585739476800846,63.62896352319137,123.99351028112885,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.573526217480751,82.16103502438585,104.75309580051145,42.09845236452748,69.28511187504607,63.399851815396666,115.00025841690452
31,advanced,weight loss,male,95.11522171570623,39.51331527380018,57.38323088460396,55.00896892932633,126.41874154987812,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.171435109631062,0.0,74.02681748201437,75.05044163839597,17.39439982312547,40.21123054793907,36.535932408086914,88.03837343462511
34,advanced,muscle gain,female,101.39883158254912,36.935531918618885,51.83439230641539,59.60707142361443,97.20966657686749,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.888104704215861,81.21033330342262,100.21425148834861,42.011681718871074,66.67559419339919,63.38483091364421,114.95057672448402
53,beginner,muscle gain,male,119.62127316437416,30.907423654149717,62.49927034186432,53.27480061919768,102.56200896869022,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.7976945269430762,91.14777798853416,98.28480398583696,31.24194643403115,55.273674895217695,52.823052542320056,103.17348746209831
67,intermediate,general fitness,male,116.1075368350676,26.034059996813404,54.77248487492793,49.05097155316319,116.01222803870165,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.4248702748796225,0.0,80.40435834212917,89.6630756442523,20.934290078017078,46.78528448653245,42.40477480025886,93.9011750882444
57,advanced,muscle gain,male,96.47823489125201,40.35190236506352,66.06625512768362,58.097702251352516,112.2888493483849,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.445081773331545,80.72414232347165,104.38613624946812,42.71455932496241,68.51062862140017,62.8590716579867,114.57334886678677
21,intermediate,general fitness,female,99.80045405055482,32.05054253356843,57.883123602678914,58.29685299073439,116.09304677997838,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.5310952992559397,0.0,81.89028814238327,89.87172707941437,24.738912541104312,48.5369020229914,44.413059621008934,88.93175516070366
19,intermediate,muscle gain,male,108.43182612350759,42.794494819999386,59.17116964581304,54.20367700157901,107.32058397308754,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.162940442395956,86.36327582015463,103.85639303381568,37.35512519097485,62.68071805939835,59.322837323034676,112.97278507919333
23,beginner,weight loss,male,85.6003088243815,32.90113547206501,62.92844108231118,50.39899270161673,106.49756054864199,Jogging,"Jogging 30 minutes, 3-4 times a week at a moderate pace.",Balanced diet with a calorie deficit. Focus on whole foods.,3,3.9652295950556145,0.0,80.43713801778992,86.62093202013061,26.695479266198284,51.52645414915782,45.19155274628965,94.32065139904863
59,advanced,weight loss,male,113.70537805399768,39.353172122754145,65.23742267907478,61.63626984125497,94.70615621038937,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,10.529251684349893,0.0,71.1044485973785,82.87483177421883,17.47439773586192,41.86476527913382,35.92717667131934,88.66280106407436
21,advanced,general fitness,female,115.79293200591718,43.79129406469359,54.622306096962234,50.50636248771155,114.94592960418123,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,2.8073795647197723,1.5186780171948628,79.60637358624518,79.6478896252827,15.536212368002595,40.08519788026486,35.6418890306675,86.22656333019806
46,intermediate,general fitness,female,115.0020117013587,38.02304901270959,69.32588659436291,58.18047972533584,97.03142610259843,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,2.641810393940516,0.0,83.24154501634936,85.07976123244137,21.66506287385503,46.093398997491796,40.40521871904726,92.82391061379867
35,advanced,muscle gain,female,98.12690354099377,33.269778267950095,62.44643091933362,52.67971247785393,116.84086382551888,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.638008362330914,82.70725406588005,101.57094672814789,41.31764523053128,69.775726217458,61.129703968962744,110.56804800507875
43,intermediate,muscle gain,male,101.16998275774728,36.34798537571886,50.112772470007755,54.44961355875459,128.68288972919925,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.100098943825019,86.30956978776287,104.57434902805458,37.87383947211027,64.8290736735215,58.92788314889481,112.23084805616226
